master_id,type_abbr,name_ja,name_en,name_tw
2208,DD,米駆逐棲姫-壊,American Destroyer Princess Damaged II,米驅逐棲姫-壞
2209,DD,米駆逐棲姫-壊,American Destroyer Princess Damaged III,米驅逐棲姫-壞
2210,CAV,環礁空母泊地棲姫,Atoll Aircraft Carrier Anchorage Princess,環礁空母泊地棲姫
2211,CAV,環礁空母泊地棲姫,Atoll Aircraft Carrier Anchorage Princess II,環礁空母泊地棲姫
2212,CAV,環礁空母泊地棲姫,Atoll Aircraft Carrier Anchorage Princess III,環礁空母泊地棲姫
2213,CAV,環礁空母泊地棲姫-壊,Atoll Aircraft Carrier Anchorage Princess Damaged,環礁空母泊地棲姫-壞
2214,CAV,環礁空母泊地棲姫-壊,Atoll Aircraft Carrier Anchorage Princess Damaged II,環礁空母泊地棲姫-壞
2215,CAV,環礁空母泊地棲姫-壊,Atoll Aircraft Carrier Anchorage Princess Damaged III,環礁空母泊地棲姫-壞
2216,DD,米駆逐棲姫(量産型),American Destroyer Princess Mass-Produced Model,米驅逐棲姫(量産型)
2217,DD,米駆逐棲姫(量産型),American Destroyer Princess Mass-Produced Model II,米驅逐棲姫(量産型)
2218,DD,米駆逐棲姫(量産型),American Destroyer Princess Mass-Produced Model III,米驅逐棲姫(量産型)
2219,DD,米駆逐棲姫(量産型)-壊,American Destroyer Princess Mass-Produced Model Damaged,米驅逐棲姫(量産型)-壞
2220,DD,米駆逐棲姫(量産型)-壊,American Destroyer Princess Mass-Produced Model Damaged II,米驅逐棲姫(量産型)-壞
2221,DD,米駆逐棲姫(量産型)-壊,American Destroyer Princess Mass-Produced Model Damaged III,米驅逐棲姫(量産型)-壞
2222,CV,新量産空母棲姫,New Mass-Produced Aircraft Carrier Princess,新量産空母棲姫
2223,CV,新量産空母棲姫,New Mass-Produced Aircraft Carrier Princess II,新量産空母棲姫
2224,CV,新量産空母棲姫,New Mass-Produced Aircraft Carrier Princess III,新量産空母棲姫
2225,CV,新量産空母棲姫-壊,New Mass-Produced Aircraft Carrier Princess Damaged,新量産空母棲姫-壞
2226,CV,新量産空母棲姫-壊,New Mass-Produced Aircraft Carrier Princess Damaged II,新量産空母棲姫-壞
2227,CV,新量産空母棲姫-壊,New Mass-Produced Aircraft Carrier Princess Damaged III,新量産空母棲姫-壞
2228,SS,深海伊号水姫,Abyssal I-go Water Princess Flagship,深海伊號水姫
2229,SS,深海伊号水姫,Abyssal I-go Water Princess Flagship II,深海伊號水姫
2230,SS,深海伊号水姫,Abyssal I-go Water Princess Flagship III,深海伊號水姫
2231,SS,深海伊号水姫-壊,Abyssal I-go Water Princess Flagship Damaged,深海伊號水姫-壞
2232,SS,深海伊号水姫-壊,Abyssal I-go Water Princess Flagship Damaged II,深海伊號水姫-壞
2233,SS,深海伊号水姫-壊,Abyssal I-go Water Princess Flagship Damaged III,深海伊號水姫-壞
2234,BBV,飛行場夏姫,Airfield Summer Princess,飛行場夏姫
2235,BBV,飛行場夏姫,Airfield Summer Princess II,飛行場夏姫
2236,BBV,飛行場夏姫,Airfield Summer Princess III,飛行場夏姫
2237,CL,軽巡仏棲姫,French Light Cruiser Princess,輕巡佛棲姫
2238,CL,軽巡仏棲姫,French Light Cruiser Princess II,輕巡佛棲姫
2239,CL,軽巡仏棲姫,French Light Cruiser Princess III,輕巡佛棲姫
2240,CL,軽巡仏棲姫-壊,French Light Cruiser Princess Damaged,輕巡佛棲姫-壞
2241,CL,軽巡仏棲姫-壊,French Light Cruiser Princess Damaged II,輕巡佛棲姫-壞
2242,CL,軽巡仏棲姫-壊,French Light Cruiser Princess Damaged III,輕巡佛棲姫-壞
2243,BBV,港湾棲姫 休日mode,Harbour Princess Holiday Mode,港灣棲姫 休日mode
2244,BBV,港湾棲姫 休日mode,Harbour Princess Holiday Mode II,港灣棲姫 休日mode
2245,BBV,港湾棲姫 休日mode-壊,Harbour Princess Holiday Mode Damaged,港灣棲姫 休日mode-壞
2246,BBV,港湾棲姫 休日mode-壊,Harbour Princess Holiday Mode Damaged II,港灣棲姫 休日mode-壞
2247,BBV,太平洋飛行場姫,Pacific Airfield Princess,太平洋飛行場姫
2248,BBV,太平洋飛行場姫,Pacific Airfield Princess II,太平洋飛行場姫
2249,BBV,太平洋飛行場姫,Pacific Airfield Princess III,太平洋飛行場姫
2250,BBV,集積地棲姫V バカンスmode,Supply Depot Princess E Vacation Mode,
2251,BBV,集積地棲姫V バカンスmode-壊,Supply Depot Princess E Vacation Mode Damaged,
2252,BBV,集積地棲姫V バカンスmode,Supply Depot Princess E Vacation Mode II,
2253,BBV,集積地棲姫V バカンスmode-壊,Supply Depot Princess E Vacation Mode Damaged II,
2254,BBV,集積地棲姫V バカンスmode,Supply Depot Princess E Vacation Mode III,
2255,BBV,集積地棲姫V バカンスmode-壊,Supply Depot Princess E Vacation Mode Damaged III,
2256,CV,深海珊瑚海水鬼,Abyssal Coral Sea Water Demon,深海珊瑚海水鬼
2257,CV,深海珊瑚海水鬼,Abyssal Coral Sea Water Demon II,深海珊瑚海水鬼
2258,CV,深海珊瑚海水鬼,Abyssal Coral Sea Water Demon III,深海珊瑚海水鬼
2259,CV,深海珊瑚海水鬼-壊,Abyssal Coral Sea Water Demon Damaged,深海珊瑚海水鬼-壞
2260,CV,深海珊瑚海水鬼-壊,Abyssal Coral Sea Water Demon Damaged II,深海珊瑚海水鬼-壞
2261,CV,深海珊瑚海水鬼-壊,Abyssal Coral Sea Water Demon Damaged III,深海珊瑚海水鬼-壞
2262,DD,駆逐ラ級(初期型),Destroyer Ra-Class Initial Model,
2263,DD,駆逐ラ級,Destroyer Ra-Class,
2264,DD,駆逐ラ級,Destroyer Ra-Class II,
2265,DD,駆逐ラ級(初期型)-壊,Destroyer Ra-Class Initial Model Damaged,
2266,DD,駆逐ラ級-壊,Destroyer Ra-Class Damaged,
2267,DD,駆逐ラ級-壊,Destroyer Ra-Class Damaged II,
2268,AP,輸送ワ級II(揚陸中),Transport Ship Wa-Class B (Landing) Elite,
2269,AP,輸送ワ級II(揚陸中),Transport Ship Wa-Class B (Landing) Flagship,
2270,DD,駆逐ラ級(初期型),Destroyer Ra-Class Initial Model II,
2271,DD,駆逐ラ級,Destroyer Ra-Class III,
2272,DD,駆逐ラ級,Destroyer Ra-Class IV,
2273,DD,駆逐ラ級(初期型)-壊,Destroyer Ra-Class Initial Model Damaged II,
2274,DD,駆逐ラ級-壊,Destroyer Ra-Class Damaged III,
2275,DD,駆逐ラ級-壊,Destroyer Ra-Class Damaged IV,
2276,SS,潜水鰆水鬼,Submarine Seerfish Water Demon,潛水鰆水鬼
2277,SS,潜水鰆水鬼,Submarine Seerfish Water Demon II,潛水鰆水鬼
2278,SS,潜水鰆水鬼,Submarine Seerfish Water Demon III,潛水鰆水鬼
2279,SS,潜水鰆水鬼-壊,Submarine Seerfish Water Demon Damaged,潛水鰆水鬼-壞
2280,SS,潜水鰆水鬼-壊,Submarine Seerfish Water Demon Damaged II,潛水鰆水鬼-壞
2281,SS,潜水鰆水鬼-壊,Submarine Seerfish Water Demon Damaged III,潛水鰆水鬼-壞
2282,CAV,条約外巡洋艦水姫,Non-Treaty Cruiser Water Princess,條約外巡洋艦水姫
2283,CAV,条約外巡洋艦水姫,Non-Treaty Cruiser Water Princess II,條約外巡洋艦水姫
2284,CAV,条約外巡洋艦水姫,Non-Treaty Cruiser Water Princess III,條約外巡洋艦水姫
2285,CAV,条約外巡洋艦水姫-壊,Non-Treaty Cruiser Water Princess Damaged,條約外巡洋艦水姫-壞
2286,CAV,条約外巡洋艦水姫-壊,Non-Treaty Cruiser Water Princess Damaged II,條約外巡洋艦水姫-壞
2287,CAV,条約外巡洋艦水姫-壊,Non-Treaty Cruiser Water Princess Damaged III,條約外巡洋艦水姫-壞
2288,DD,駆逐ラ級γ(初期型),Destroyer Ra-Class Gamma Initial Model,
2289,DD,駆逐ラ級γ,Destroyer Ra-Class Gamma,
2290,DD,駆逐ラ級γ,Destroyer Ra-Class Gamma II,
2291,DD,駆逐ラ級δ(初期型),Destroyer Ra-Class Delta Initial Model,
2292,DD,駆逐ラ級δ,Destroyer Ra-Class Delta,
2293,DD,駆逐ラ級δ,Destroyer Ra-Class Delta II,
2294,DD,駆逐ラ級ζ,Destroyer Ra-Class Zeta,
2295,DD,駆逐ラ級ζ,Destroyer Ra-Class Zeta II,
2296,DD,駆逐ラ級ζ,Destroyer Ra-Class Zeta III,
2297,DD,駆逐ラ級ζ-壊,Destroyer Ra-Class Zeta Damaged,
2298,DD,駆逐ラ級ζ-壊,Destroyer Ra-Class Zeta Damaged II,
2299,DD,駆逐ラ級ζ-壊,Destroyer Ra-Class Zeta Damaged III,
2300,CL,軽巡新棲姫,New Light Cruiser Princess IV,輕巡新棲姫
2301,BB,集積地棲姫改,Supply Depot Princess Kai,集積地棲姫改
2302,BB,集積地棲姫改,Supply Depot Princess Kai II,集積地棲姫改
2303,BB,集積地棲姫改,Supply Depot Princess Kai III,集積地棲姫改
2304,BB,集積地棲姫改-壊,Supply Depot Princess Kai Damaged,集積地棲姫改-壞
2305,BB,集積地棲姫改-壊,Supply Depot Princess Kai Damaged II,集積地棲姫改-壞
2306,BB,集積地棲姫改-壊,Supply Depot Princess Kai Damaged III,集積地棲姫改-壞
2307,BBV,飛行場棲姫,Occupied Airfield Princess,飛行場棲姫
2308,BBV,飛行場棲姫,Occupied Airfield Princess II,飛行場棲姫
2309,BBV,飛行場棲姫,Occupied Airfield Princess III,飛行場棲姫
2310,CVL,軽母ヌ級,Light Carrier Nu-Class Elite V,
2311,CAV,重巡新棲姫,New Heavy Cruiser Princess,重巡新棲姫
2312,CAV,重巡新棲姫,New Heavy Cruiser Princess II,重巡新棲姫
2313,CAV,重巡新棲姫,New Heavy Cruiser Princess III,重巡新棲姫
2314,CAV,重巡新棲姫-壊,New Heavy Cruiser Princess Damaged,重巡新棲姫-壞
2315,CAV,重巡新棲姫-壊,New Heavy Cruiser Princess Damaged II,重巡新棲姫-壞
2316,CAV,重巡新棲姫-壊,New Heavy Cruiser Princess Damaged III,重巡新棲姫-壞
2317,CL,軽巡ム級,Light Cruiser Mu-Class,
2318,CL,軽巡ム級,Light Cruiser Mu-Class II,
2319,,軽巡ム級,,
2320,CL,軽巡ム級-壊,Light Cruiser Mu-Class Damaged,
2321,CL,軽巡ム級-壊,Light Cruiser Mu-Class Damaged II,
2322,CL,軽巡ム級-壊,Light Cruiser Mu-Class Damaged III,
2323,BB,フィヨルド棲姫,Fjord Princesses,
2324,BB,フィヨルド棲姫,Fjord Princesses II,
2325,BB,フィヨルド棲姫,Fjord Princesses III,
2326,BBV,フィヨルド棲姫-壊,Fjord Princesses Damaged,
2327,BBV,フィヨルド棲姫-壊,Fjord Princesses Damaged II,
2328,BBV,フィヨルド棲姫-壊,Fjord Princesses Damaged III,
2329,BB,深海上陸小鬼,Abyssal Landing Imp,深海上陸小鬼
2330,BB,深海上陸小鬼,Abyssal Landing Imp Elite,深海上陸小鬼
2331,BB,深海上陸小鬼,Abyssal Landing Imp Flagship,深海上陸小鬼
2332,BB,フィヨルド単騎,Solitary Fjord Princess,
2333,BB,フィヨルド単騎,Solitary Fjord Princess II,
2334,BB,フィヨルド単騎,Solitary Fjord Princess III,
2335,BBV,フィヨルド単騎-壊,Solitary Fjord Princess Damaged,
2336,BBV,フィヨルド単騎-壊,Solitary Fjord Princess Damaged II,
2337,BBV,フィヨルド単騎-壊,Solitary Fjord Princess Damaged III,
2338,FBB,巡洋戦艦水姫,Battlecruiser Water Princess,巡洋戰艦水姫
2339,FBB,巡洋戦艦水姫,Battlecruiser Water Princess II,巡洋戰艦水姫
2340,FBB,巡洋戦艦水姫,Battlecruiser Water Princess III,巡洋戰艦水姫
2341,BBV,巡洋戦艦水姫-壊,Battlecruiser Water Princess Damaged,巡洋戰艦水姫-壞
2342,BBV,巡洋戦艦水姫-壊,Battlecruiser Water Princess Damaged II,巡洋戰艦水姫-壞
2343,BBV,巡洋戦艦水姫-壊,Battlecruiser Water Princess Damaged III,巡洋戰艦水姫-壞
2344,CV,深海空母蜂姫,Abyssal Aircraft Carrier Wasp Princess,深海空母蜂姫
2345,CV,深海空母蜂姫,Abyssal Aircraft Carrier Wasp Princess II,深海空母蜂姫
2346,CV,深海空母蜂姫,Abyssal Aircraft Carrier Wasp Princess III,深海空母蜂姫
2347,CV,深海空母蜂姫-壊,Abyssal Aircraft Carrier Wasp Princess Damaged,深海空母蜂姫-壞
2348,CV,深海空母蜂姫-壊,Abyssal Aircraft Carrier Wasp Princess Damaged II,深海空母蜂姫-壞
2349,CV,深海空母蜂姫-壊,Abyssal Aircraft Carrier Wasp Princess Damaged III,深海空母蜂姫-壞
2350,FBB,層間棲艦水鬼長女,Twilight Water Demon Eldest Daughter,層間棲艦水鬼長女
2351,FBB,層間棲艦水鬼長女,Twilight Water Demon Eldest Daughter II,層間棲艦水鬼長女
2352,FBB,層間棲艦水鬼長女,Twilight Water Demon Eldest Daughter III,層間棲艦水鬼長女
2353,FBB,層間棲艦水鬼長女-壊,Twilight Water Demon Eldest Daughter Damaged,層間棲艦水鬼長女-壞
2354,FBB,層間棲艦水鬼長女-壊,Twilight Water Demon Eldest Daughter Damaged II,層間棲艦水鬼長女-壞
2355,FBB,層間棲艦水鬼長女-壊,Twilight Water Demon Eldest Daughter Damaged III,層間棲艦水鬼長女-壞
2356,FBB,層間棲艦水鬼次女,Twilight Water Demon Second Daughter,層間棲艦水鬼次女
2357,FBB,層間棲艦水鬼次女,Twilight Water Demon Second Daughter II,層間棲艦水鬼次女
2358,FBB,層間棲艦水鬼次女,Twilight Water Demon Second Daughter III,層間棲艦水鬼次女
2359,FBB,層間棲艦水鬼次女-壊,Twilight Water Demon Second Daughter Damaged,層間棲艦水鬼次女-壞
2360,FBB,層間棲艦水鬼次女-壊,Twilight Water Demon Second Daughter Damaged II,層間棲艦水鬼次女-壞
2361,FBB,層間棲艦水鬼次女-壊,Twilight Water Demon Second Daughter Damaged III,層間棲艦水鬼次女-壞
2362,CL,防空巡新棲姫,New Anti-Air Cruiser Princess,防空巡新棲姫
2363,CL,防空巡新棲姫,New Anti-Air Cruiser Princess II,防空巡新棲姫
2364,CL,防空巡新棲姫,New Anti-Air Cruiser Princess III,防空巡新棲姫
2365,CL,防空巡新棲姫-壊,New Anti-Air Cruiser Princess Damaged,防空巡新棲姫-壞
2366,CL,防空巡新棲姫-壊,New Anti-Air Cruiser Princess Damaged II,防空巡新棲姫-壞
2367,CL,防空巡新棲姫-壊,New Anti-Air Cruiser Princess Damaged III,防空巡新棲姫-壞
2368,CVL,高速軽空母首鬼,Fast Light Carrier Head Demon,高速輕空母首鬼
2369,CVL,高速軽空母首鬼,Fast Light Carrier Head Demon II,高速輕空母首鬼
2370,CVL,高速軽空母首鬼,Fast Light Carrier Head Demon III,高速輕空母首鬼
2371,CVL,高速軽空母首鬼-壊,Fast Light Carrier Head Demon Damaged,高速輕空母首鬼-壞
2372,CVL,高速軽空母首鬼-壊,Fast Light Carrier Head Demon Damaged II,高速輕空母首鬼-壞
2373,CVL,高速軽空母首鬼-壊,Fast Light Carrier Head Demon Damaged III,高速輕空母首鬼-壞
2374,CL,軽巡ウ級,Light Cruiser U-Class,
2375,CL,軽巡ウ級,Light Cruiser U-Class II,
2376,CL,軽巡ウ級,Light Cruiser U-Class III,
2377,CL,軽巡ウ級-壊,Light Cruiser U-Class Damaged,
2378,CL,軽巡ウ級-壊,Light Cruiser U-Class Damaged II,
2379,CL,軽巡ウ級-壊,Light Cruiser U-Class Damaged III,
2380,CA,重巡ヰ級,Heavy Cruiser Wi-Class,
2381,CA,重巡ヰ級,Heavy Cruiser Wi-Class II,
2382,CA,重巡ヰ級,Heavy Cruiser Wi-Class III,
2383,CA,重巡ヰ級-壊,Heavy Cruiser Wi-Class Damaged,
2384,CA,重巡ヰ級-壊,Heavy Cruiser Wi-Class Damaged II,
2385,CA,重巡ヰ級-壊,Heavy Cruiser Wi-Class Damaged III,
2386,CA,仏蘭西哀重姫,Heavy Tragic French Princess,佛蘭西哀重姫
2387,CA,仏蘭西哀重姫,Heavy Tragic French Princess II,佛蘭西哀重姫
2388,CA,仏蘭西哀重姫,Heavy Tragic French Princess III,佛蘭西哀重姫
2389,CAV,仏蘭西哀重姫-壊,Heavy Tragic French Princess Damaged,佛蘭西哀重姫-壞
2390,CAV,仏蘭西哀重姫-壊,Heavy Tragic French Princess Damaged II,佛蘭西哀重姫-壞
2391,CAV,仏蘭西哀重姫-壊,Heavy Tragic French Princess Damaged III,佛蘭西哀重姫-壞
2392,CV,仏蘭西空母籠姫,Caged French Aircraft Carrier Princess,佛蘭西空母籠姫
2393,CV,仏蘭西空母籠姫,Caged French Aircraft Carrier Princess II,佛蘭西空母籠姫
2394,CV,仏蘭西空母籠姫,Caged French Aircraft Carrier Princess III,佛蘭西空母籠姫
2395,CV,仏蘭西空母籠姫-壊,Caged French Aircraft Carrier Princess Damaged,佛蘭西空母籠姫-壞
2396,CV,仏蘭西空母籠姫-壊,Caged French Aircraft Carrier Princess Damaged II,佛蘭西空母籠姫-壞
2397,CV,仏蘭西空母籠姫-壊,Caged French Aircraft Carrier Princess Damaged III,佛蘭西空母籠姫-壞
