master_id,name_ja,etype_id,etype_en,name_en,name_tw,in_wiki_list
475,AU-1,7,Carrier-based Dive Bomber,AU-1,AU-1,1
476,F4U-7,7,Carrier-based Dive Bomber,F4U-7,F4U-7,1
477,熟練甲板要員,29,Aviation Personnel,Skilled Deck Personnel,熟練甲板要員,1
478,熟練甲板要員+航空整備員,29,Aviation Personnel,Skilled Deck Personnel + Aviation Maintenance Hands,熟練甲板要員+航空整備員,1
479,Mosquito FB Mk.VI,37,Land-based Attack Aircraft,Mosquito FB Mk.VI,Mosquito FB Mk.VI,1
480,Mosquito PR Mk.IV,9,Land-based Reconnaissance Aircraft,Mosquito PR Mk.IV,Mosquito PR Mk.IV,1
481,Mosquito TR Mk.33,8,Carrier-based Torpedo Bomber,Mosquito TR Mk.33,Mosquito TR Mk.33,1
482,特大発動艇+Ⅲ号戦車(北アフリカ仕様),20,Landing Craft,Toku Daihatsu Landing Craft + Panzer III (North African Specification),,1
483,三式弾改二,12,Anti-Aircraft Shell,Type 3 Shell Kai 2,三式彈改二,1
484,四式重爆 飛龍(熟練)+イ号一型甲 誘導弾,37,Land-based Attack Aircraft,Type 4 Heavy Bomber Hiryuu (Skilled) + No.1 Model 1A Guided Missile,,1
485,強風改二,43,Seaplane Fighter,Kyoufuu Kai 2,強風改二,1
486,零式艦戦64型(制空戦闘機仕様),6,Carrier-based Fighter,Type 0 Fighter Model 64 (Air Superiority Fighter Specification),零式艦戰64型(制空戰鬭機仕樣),1
487,零式艦戦64型(熟練爆戦),7,Carrier-based Dive Bomber,Type 0 Fighter Model 64 (Skilled Fighter-bomber),零式艦戰64型(熟練爆戰),1
488,二式爆雷改二,17,Depth Charge,Type 2 Depth Charge Kai 2,二式爆雷改二,1
489,一式戦 隼II型改(20戦隊),22,Anti-submarine Patrol Aircraft,Type 1 Fighter Hayabusa Model II Kai (20th Squadron),一式戰 隼II型改(20戰隊),1
490,試製 夜間瑞雲(攻撃装備),51,Seaplane Bomber,Prototype Night Zuiun (Attack Equipment),試製 夜間瑞雲(攻擊裝備),1
491,一式戦 隼III型改(熟練/20戦隊),22,Anti-submarine Patrol Aircraft,Type 1 Fighter Hayabusa Model III Kai (Skilled/20th Squadron),一式戰 隼III型改(熟練/20戰隊),1
492,零戦52型丙(八幡部隊),6,Carrier-based Fighter,Zero Fighter Model 52C (Hachiman Force),零戰52型丙(八幡部隊),1
493,一式陸攻(八幡部隊),37,Land-based Attack Aircraft,Type 1 Land-based Attack Aircraft (Hachiman Force),一式陸攻(八幡部隊),1
494,特大発動艇+チハ,20,Landing Craft,Toku Daihatsu Landing Craft + Chi-Ha,,1
495,特大発動艇+チハ改,20,Landing Craft,Toku Daihatsu Landing Craft + Chi-Ha Kai,,1
496,陸軍歩兵部隊,52,Landing Force,Army Infantry Corps,陸軍步兵部隊,1
497,九七式中戦車(チハ),52,Landing Force,Type 97 Medium Tank (Chi-Ha),,1
498,九七式中戦車 新砲塔(チハ改),52,Landing Force,Type 97 Medium Tank New Turret (Chi-Ha Kai),,1
499,陸軍歩兵部隊+チハ改,52,Landing Force,Army Infantry Corps + Chi-Ha Kai,,1
500,発煙装置(煙幕),54,Surface Ship Equipment,Smoke Generator (Smoke Screen),發煙裝置(煙幕),1
501,発煙装置改(煙幕),54,Surface Ship Equipment,Smoke Generator Kai (Smoke Screen),發煙裝置改(煙幕),1
502,35.6cm連装砲改三(ダズル迷彩仕様),3,Large Caliber Main Gun,35.6cm Twin Gun Mount Kai 3 (Dazzle Camouflage),,1
503,35.6cm連装砲改四,3,Large Caliber Main Gun,35.6cm Twin Gun Mount Kai 4,35.6cm連裝砲改四,1
504,銀河(熟練),37,Land-based Attack Aircraft,Ginga (Skilled),銀河(熟練),1
505,25mm対空機銃増備,15,Anti-Aircraft Gun,25mm Anti-aircraft Autocannon Mount & Machine Guns,25mm對空機銃增備,1
506,電探装備マスト(13号改+22号電探改四),11,Small Radar,Radar Equipment Mast (Type 13 Kai + Type 22 Radar Kai 4),,1
507,14inch/45 連装砲,3,Large Caliber Main Gun,14inch/45 Twin Gun Mount,14inch/45 連裝砲,1
508,14inch/45 三連装砲,3,Large Caliber Main Gun,14inch/45 Triple Gun Mount,14inch/45 三連裝砲,1
509,12cm単装高角砲E型改,16,Small Caliber Main Gun,12cm Single High-angle Gun Mount Model E Kai,12cm單裝高角砲E型改,1
510,Walrus,50,Reconnaissance Seaplane,Walrus,Walrus,1
511,21inch艦首魚雷発射管4門(初期型),5,Submarine Torpedo,21inch 4-tube Bow Torpedo Launcher (Initial Model),21inch艦首魚雷發射管4門(初期型),1
512,21inch艦首魚雷発射管4門(後期型),5,Submarine Torpedo,21inch 4-tube Bow Torpedo Launcher (Late Model),21inch艦首魚雷發射管4門(後期型),1
513,阻塞気球,55,Surface Ship Equipment,Barrage Balloon,阻塞氣球,1
514,特大発動艇+Ⅲ号戦車J型,20,Landing Craft,Toku Daihatsu Landing Craft + Panzer III Ausf. J,特大發動艇+Ⅲ號戰車J型,1
515,Sea Otter,50,Reconnaissance Seaplane,Sea Otter,Sea Otter,1
516,Me 262 A-1a/R1,56,Land-based Fighter,Me 262 A-1a/R1,Me 262 A-1a/R1,1
517,逆探(E27)+22号対水上電探改四(後期調整型),11,Small Radar,Passive Radiolocator (E27) + Type 22 Surface Radar Kai 4 (Calibrated Late Model),逆探(E27)+22號對水上電探改四(後期調整型),1
518,14cm連装砲改二,2,Medium Caliber Main Gun,14cm Twin Gun Mount Kai 2,14cm連裝砲改二,1
519,SJレーダー+潜水艦司令塔装備,42,Submarine Equipment,SJ Radar + Submarine Conning Tower Equipment,,1
520,試製20.3cm(4号)連装砲,2,Medium Caliber Main Gun,Prototype 20.3cm (No.4) Twin Gun Mount,試製20.3cm(4號)連裝砲,1
521,紫雲(熟練),10,Reconnaissance Seaplane,Shiun (Skilled),紫雲(熟練),1
522,零式小型水上機,10,Reconnaissance Seaplane,Type 0 Small Reconnaissance Seaplane,零式小型水上機,1
523,零式小型水上機(熟練),10,Reconnaissance Seaplane,Type 0 Small Reconnaissance Seaplane (Skilled),零式小型水上機(熟練),1
524,12cm単装高角砲+25mm機銃増備,16,Secondary Gun,12cm Single High-angle Gun Mount + 25mm Machine Guns Additions,12cm單裝高角砲+25mm機銃增備,1
525,特四式内火艇,36,Special Amphibious Tank,Special Type 4 Amphibious Tank,特四式内火艇,1
526,特四式内火艇改,36,Special Amphibious Tank,Special Type 4 Amphibious Tank Kai,特四式内火艇改,1
527,Type281 レーダー,11,Large Radar,Type 281 Radar,,1
528,Type274 射撃管制レーダー,11,Large Radar,Type 274 Fire Control Radar,,1
529,12.7cm連装砲C型改三H,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model C Kai 3 H,12.7cm連裝砲C型改三H,1
530,35.6cm連装砲改三丙,3,Large Caliber Main Gun,35.6cm Twin Gun Mount Kai 3 C,35.6cm連裝砲改三丙,1
531,艦隊通信アンテナ,28,Command Facility,Fleet Communication Antenna,,1
532,通信装置&要員,28,Command Facility,Communication Equipment & Personnel,通信裝置&要員,1
533,10cm連装高角砲改+高射装置改,16,Small Caliber Main Gun,10cm Twin High-angle Gun Mount Kai + Anti-Aircraft Fire Director Kai,10cm連裝高角砲改+高射裝置改,1
534,13.8cm連装砲,1,Small Caliber Main Gun,13.8cm Twin Gun Mount,13.8cm連裝砲,1
535,13.8cm連装砲改,1,Small Caliber Main Gun,13.8cm Twin Gun Mount Kai,13.8cm連裝砲改,1
536,15.2cm三連装主砲,2,Medium Caliber Main Gun,15.2cm Triple Main Gun Mount,15.2cm三連裝主砲,1
537,15.2cm三連装主砲改,2,Medium Caliber Main Gun,15.2cm Triple Main Gun Mount Kai,15.2cm三連裝主砲改,1
538,Loire 130M改(熟練),50,Reconnaissance Seaplane,Loire 130M Kai (Skilled),Loire 130M改(熟練),1
539,SOC Seagull 後期型(熟練),10,Reconnaissance Seaplane,SOC Seagull Late Model (Skilled),SOC Seagull 後期型(熟練),1
540,零式水上偵察機11型甲改二,50,Reconnaissance Seaplane,Type 0 Reconnaissance Seaplane Model 11A Kai 2,零式水上偵察機11型甲改二,1
541,SBD(Yellow Wings),7,Carrier-based Dive Bomber,SBD (Yellow Wings),SBD(Yellow Wings),1
542,TBD(Yellow Wings),8,Carrier-based Torpedo Bomber,TBD (Yellow Wings),TBD(Yellow Wings),1
543,SBD VS-2(偵察飛行隊),9,Carrier-based Reconnaissance Aircraft,SBD VS-2 (Reconnaissance Squadron),SBD VS-2(偵察飛行隊),1
544,SBD VB-2(爆撃飛行隊),7,Carrier-based Dive Bomber,SBD VB-2 (Bomber Squadron),SBD VB-2(爆擊飛行隊),1
545,天山一二型甲改二(村田隊/電探装備),46,Carrier-based Torpedo Bomber,Tenzan Model 12A Kai 2 (Murata Squadron w/ Radar),天山一二型甲改二(村田隊/電探裝備),1
546,試製 震電(局地戦闘機),57,Land-based Fighter,Prototype Shinden (Land-based Fighter),試製 震電(局地戰鬭機),1
547,震電改二(艦戦型改二),6,Carrier-based Fighter,Shinden Kai 2 (Carrier-based Fighter Model Kai 2),震電改二(艦戰型改二),1
548,震電改三(試製 噴式震電),60,Jet-powered Fighter,Shinden Kai 3 (Prototype Jet Shinden),震電改三(試製 噴式震電),1
549,三式指揮連絡機改二,22,Anti-submarine Patrol Aircraft,Type 3 Command Liaison Aircraft Kai 2,三式指揮聯絡機改二,1
550,試製 明星(増加試作機),7,Carrier-based Dive Bomber,Prototype Myoujou (Additional Trial Model),試製 明星(增加試作機),1
551,明星改,7,Carrier-based Dive Bomber,Myoujou Kai,明星改,1
552,九九式練爆二二型改(夜間装備実験機),58,Carrier-based Dive Bomber,Type 99 Training Bomber Model 22 Kai (Experimental w/ Night Equipment),九九式練爆二二型改(夜間裝備實驗機),1
553,10cm連装高角砲改,16,Small Caliber Main Gun,10cm Twin High-angle Gun Mount Kai,10cm連裝高角砲改,1
554,九七式艦攻改(北東海軍航空隊),8,Carrier-based Torpedo Bomber,Type 97 Torpedo Bomber Kai (Northeastern Air Group),九七式艦攻改(北東海軍航空隊),1
555,18cm/57 三連装主砲,2,Medium Caliber Main Gun,18cm/57 Triple Main Gun Mount,18cm/57 三連裝主砲,1
556,10cm/56 単装高角砲(集中配備),16,Secondary Gun,10cm/56 Single High-angle Gun Mount (Concentrated Deployment),10cm/56 單裝高角砲(集中配備),1
557,零式艦戦62型改(夜間爆戦),58,Carrier-based Dive Bomber,Type 0 Fighter Model 62 Kai (Night Fighter-bomber),零式艦戰62型改(夜間爆戰),1
558,零式艦戦62型改(熟練/夜間爆戦),58,Carrier-based Dive Bomber,Type 0 Fighter Model 62 Kai (Skilled/Night Fighter-bomber),零式艦戰62型改(熟練/夜間爆戰),1
559,Ju87 D-4(Fliegerass),8,Carrier-based Torpedo Bomber,Ju 87D-4 (Fliegerass),Ju87 D-4(Fliegerass),1
560,Bf109 T-3(G),6,Carrier-based Fighter,Bf 109 T-3(G),Bf109 T-3(G),1
561,Ho229,59,Jet-powered Fighter-Bomber (II),Ho 229,Ho229,1
562,Do 217 E-5+TV誘導型 Hs293D,37,Land-based Attack Aircraft,Do 217 E-5 + TV-guided Hs293D,Do 217 E-5+TV誘導型 Hs293D,1
564,21cm単装主砲,2,Medium Caliber Main Gun,21cm Single Main Gun Mount,21cm單裝主砲,1
565,15cm単装副砲,4,Secondary Gun,15cm Single Secondary Gun Mount,15cm單裝副砲,1
566,10.2cm三連装副砲,4,Secondary Gun,10.2cm Triple Secondary Gun Mount,10.2cm三連裝副砲,1
567,Sea Gladiator,6,Carrier-based Fighter,Sea Gladiator,Sea Gladiator,1
568,強風改二(熟練),43,Seaplane Fighter,Kyoufuu Kai 2 (Skilled),強風改二(熟練),1
569,三式爆雷投射機改,17,Depth Charge,Type 3 Depth Charge Projector Kai,三式爆雷投射機改,1
570,流星改(友永隊),8,Carrier-based Torpedo Bomber,Ryuusei Kai (Tomonaga Squadron),流星改(友永隊),1
571,53cm連装魚雷改(酸素魚雷),5,Torpedo,53cm Twin Torpedo Mount Kai (Oxygen Torpedoes),53cm連裝魚雷改(酸素魚雷),1
572,12.7cm単装高角砲改三,16,Small Caliber Main Gun,12.7cm Single High-angle Gun Mount Kai 3,12.7cm單裝高角砲改三,1
573,試製 23号電探改三,11,Small Radar,Prototype Type 23 Radar Kai 3,試製 23號電探改三,1
574,SCレーダー改(後期調整型),11,Small Radar,SC Radar Kai (Calibrated Late Model),,1
575,25mm連装機銃(熟練機銃員分隊),15,Anti-Aircraft Gun,25mm Twin Autocannon Mount (Skilled Machine Gunner Squadron),25mm連裝機銃(熟練機銃員分隊),1
576,大発動艇(R35&フランス兵),20,Landing Craft,Daihatsu Landing Craft (R35 & French Soldiers),,1
577,61cm四連装(酸素)魚雷五型改三,5,Torpedo,61cm Quadruple (Oxygen) Torpedo Mount Model 5 Kai 3,61cm四連裝(酸素)魚雷五型改三,1
578,SB2U-2,7,Carrier-based Dive Bomber,SB2U-2,SB2U-2,1
579,13.8cm単装砲 Modèle 1927,1,Small Caliber Main Gun,13.8cm Single Gun Mount Modèle 1927,13.8cm單裝砲 Modèle 1927,1
580,55cm三連装魚雷 Modèle 1924,5,Torpedo,55cm Triple Torpedo Mount Modèle 1924,55cm三連裝魚雷 Modèle 1924,1
581,55cm複合配置五連装魚雷 Modèle 1932,5,Torpedo,55cm Composite Arrangement Quintuple Torpedo Mount Modèle 1932,55cm複合配置五連裝魚雷 Modèle 1932,1
582,20.3cm/50 連装砲 Modèle 1931,2,Medium Caliber Main Gun,20.3cm/50 Twin Gun Mount Modèle 1931,20.3cm/50 連裝砲 Modèle 1931,1
583,20.3cm/50 連装砲改(SHS改良弾),2,Medium Caliber Main Gun,20.3cm/50 Twin Gun Mount Kai (SHS Improved Shells),20.3cm/50 連裝砲改(SHS改良彈),1
584,Bofors 12cm単装両用砲,1,Small Caliber Main Gun,Bofors 12cm Single Dual-purpose Gun Mount,Bofors 12cm單裝兩用砲,1
585,PL101(偵察),9,Carrier-based Reconnaissance Aircraft,PL 101 (Reconnaissance),PL101(偵察),1
586,PL101(爆装),7,Carrier-based Dive Bomber,PL 101 (Bomb-carrying),PL101(爆裝),1
587,V-156F(SB2U輸出型),7,Carrier-based Dive Bomber,V-156F (SB2U Export Model),V-156F(SB2U輸出型),1
588,G-36A(F4F輸出型),6,Carrier-based Fighter,G-36A (F4F Export Model),G-36A(F4F輸出型),1
1501,5inch単装砲,1,,,5inch單裝砲,0
1502,5inch連装砲,1,,,5inch連裝砲,0
1503,3inch単装高角砲,16,,,3inch單裝高角砲,0
1504,5inch単装高射砲,2,,,5inch單裝高射砲,0
1505,8inch三連装砲,2,,,8inch三連裝砲,0
1506,6inch連装速射砲,2,,,6inch連裝速射砲,0
1507,14inch連装砲,3,,,14inch連裝砲,0
1508,16inch連装砲,3,,,16inch連裝砲,0
1509,16inch三連装砲,3,,,16inch三連裝砲,0
1510,5inch単装高射砲,16,,,5inch單裝高射砲,0
1511,6inch単装砲,4,,,6inch單裝砲,0
1512,12.5inch連装副砲,4,,,12.5inch連裝副砲,0
1513,21inch魚雷前期型,5,,,21inch魚雷前期型,0
1514,21inch魚雷後期型,5,,,21inch魚雷後期型,0
1515,高速深海魚雷,5,,,高速深海魚雷,0
1516,深海棲艦攻,8,,,深海棲艦攻,0
1517,深海棲艦攻 Mark.II,8,,,深海棲艦攻 Mark.II,0
1518,深海棲艦攻 Mark.III,8,,,深海棲艦攻 Mark.III,0
1519,深海棲艦戦,6,,,深海棲艦戰,0
1520,深海棲艦戦 Mark.II,6,,,深海棲艦戰 Mark.II,0
1521,深海棲艦戦 Mark.III,6,,,深海棲艦戰 Mark.III,0
1522,飛び魚艦戦,6,,,,0
1523,深海棲艦爆,7,,,深海棲艦爆,0
1524,深海棲艦爆 Mark.II,7,,,深海棲艦爆 Mark.II,0
1525,深海棲艦偵察機,10,,,深海棲艦偵察機,0
1526,飛び魚偵察機,10,,,,0
1527,対空レーダ― Mark.I,11,,,,0
1528,水上レーダ― Mark.I,11,,,,0
1529,水上レーダ― Mark.II,11,,,,0
1530,対空レーダ― Mark.II,11,,,,0
1531,深海水上レーダー,11,,,,0
1532,深海対空レーダ―,11,,,,0
1533,改良型深海タービン,19,,,,0
1534,強化型深海缶,19,,,強化型深海罐,0
1535,対空散弾,12,,,對空散彈,0
1536,劣化徹甲弾,13,,,劣化徹甲彈,0
1537,12.7mm機銃,15,,,12.7mm機銃,0
1538,20mm機銃,15,,,20mm機銃,0
1539,40mm二連装機関砲,15,,,40mm二連裝機關砲,0
1540,40mm四連装機関砲,15,,,40mm四連裝機關砲,0
1541,深海烏賊魚雷,5,,,深海烏賊魚雷,0
1542,深海爆雷投射機,17,,,深海爆雷投射機,0
1543,深海ソナー,18,,,,0
1544,深海爆雷投射機 Mk.II,17,,,深海爆雷投射機 Mk.II,0
1545,深海ソナー Mk.II,18,,,,0
1546,飛び魚艦爆,7,,,,0
1547,深海猫艦戦,6,,,深海猫艦戰,0
1548,深海地獄艦爆,7,,,深海地獄艦爆,0
1549,深海復讐艦攻,8,,,深海復讐艦攻,0
1550,5inch連装両用莢砲,16,,,5inch連裝兩用莢砲,0
1551,20inch連装砲,3,,,20inch連裝砲,0
1552,15inch要塞砲,3,,,15inch要塞砲,0
1553,4inch連装両用砲+CIC,16,,,4inch連裝兩用砲+CIC,0
1554,深海水上攻撃機,10,,,深海水上攻擊機,0
1555,深海水上攻撃機改,10,,,深海水上攻擊機改,0
1556,深海猫艦戦改,6,,,深海猫艦戰改,0
1557,深海地獄艦爆改,7,,,深海地獄艦爆改,0
1558,深海復讐艦攻改,8,,,深海復讐艦攻改,0
1559,深海FCS+CIC,18,,,深海FCS+CIC,0
1560,深海探照灯,24,,,深海探照燈,0
1561,深海解放陸爆,7,,,深海解放陸爆,0
1562,深海解放陸爆Ace,7,,,深海解放陸爆Ace,0
1563,8inch長射程連装砲,2,,,8inch長射程連裝砲,0
1564,深海水上偵察観測機,10,,,深海水上偵察觀測機,0
1565,5inch沿岸設置砲,1,,,5inch沿岸設置砲,0
1566,深海猫艦戦(爆装),7,,,深海猫艦戰(爆裝),0
1567,沿岸設置レーダー,11,,,,0
1568,16inch三連装砲,3,,,16inch三連裝砲,0
1569,深海偵察飛行艇,10,,,深海偵察飛行艇,0
1570,高速深海魚雷 mod.2,5,,,高速深海魚雷 mod.2,0
1571,深海水母小鬼機,10,,,深海水母小鬼機,0
1572,深海熊猫艦戦,6,,,深海熊猫艦戰,0
1573,深海潜水下駄履き,10,,,,0
1574,深海攻撃哨戒鷹,8,,,深海攻擊哨戒鷹,0
1575,深海攻撃哨戒鷹改,8,,,深海攻擊哨戒鷹改,0
1576,深海12inch三連装砲,3,,,深海12inch三連裝砲,0
1577,深海15inch四連装砲,3,,,深海15inch四連裝砲,0
1578,深海15inch連装砲後期型,16,,,深海15inch連裝砲後期型,0
1579,深海14inch海峡連装砲,1,,,深海14inch海峽連裝砲,0
1580,深海待伏魚雷,5,,,深海待伏魚雷,0
1581,夜猫深海艦戦,45,,,夜猫深海艦戰,0
1582,夜深海艦爆,7,,,夜深海艦爆,0
1583,夜復讐深海艦攻,46,,,夜復讐深海艦攻,0
1584,深海14inch連装砲改,3,,,深海14inch連裝砲改,0
1585,深海16inch三連装砲改,3,,,深海16inch三連裝砲改,0
1586,深海攻撃哨戒鷹改二,8,,,深海攻擊哨戒鷹改二,0
1587,深海16inch三連装砲改二,3,,,深海16inch三連裝砲改二,0
1588,深海5inch連装砲C型,1,,,深海5inch連裝砲C型,0
1589,深海5.5inch連装砲改,2,,,深海5.5inch連裝砲改,0
1590,深海標的,5,,,深海標的,0
1591,深海5inch単装砲 Mk.30,16,,,深海5inch單裝砲 Mk.30,0
1592,深海16inch Mk.VIII連装砲改,3,,,深海16inch Mk.VIII連裝砲改,0
1593,高速深海魚雷 mod.3,5,,,高速深海魚雷 mod.3,0
1594,深海空要塞(偵察型),7,,,深海空要塞(偵察型),0
1595,深海空要塞Ace(偵察型),7,,,深海空要塞Ace(偵察型),0
1596,深海6inch三連装新型速射砲,2,,,深海6inch三連裝新型速射砲,0
1597,深海空要塞(重爆型),7,,,深海空要塞(重爆型),0
1598,深海空要塞Ace(重爆型),7,,,深海空要塞Ace(重爆型),0
1599,深海4.7inch砲 Mk.XII,16,,,深海4.7inch砲 Mk.XII,0
1600,深海8inch連装速射砲,2,,,深海8inch連裝速射砲,0
1601,深海8inch三連装砲 Mk.9,2,,,深海8inch三連裝砲 Mk.9,0
1602,深海5inch連装両用砲(集中配備),16,,,深海5inch連裝兩用砲(集中配備),0
1603,深海対空レーダーMark.III+FCS,11,,,,0
1604,深海5inch連装砲A型,1,,,深海5inch連裝砲A型,0
1605,深海潜水艦搭載電子兵装,42,,,深海潛水艦搭載電子兵裝,0
1606,深海5inch単装高角砲改二,16,,,深海5inch單裝高角砲改二,0
1607,深海5inch連装高角砲改二,16,,,深海5inch連裝高角砲改二,0
1608,深海夜間航空作戦装備,11,,,深海夜間航空作戰裝備,0
1609,深海16inch三連装砲 Mk6,2,,,深海16inch三連裝砲 Mk6,0
1610,深海カモメ水偵,10,,,,0
1611,深海海猫水偵,10,,,深海海猫水偵,0
1612,深海6inch三連装主砲 Mk.16,2,,,深海6inch三連裝主砲 Mk.16,0
1613,地中海12inch/46 連装砲,3,,,地中海12inch/46 連裝砲,0
1614,地中海12inch/46 三連装砲,3,,,地中海12inch/46 三連裝砲,0
1615,地中海12.6inch/44 連装砲,3,,,地中海12.6inch/44 連裝砲,0
1616,地中海12.6inch/44 三連装砲,3,,,地中海12.6inch/44 三連裝砲,0
1617,夜猫深海艦戦II,45,,,夜猫深海艦戰II,0
1618,夜深海艦爆II,7,,,夜深海艦爆II,0
1619,夜復讐深海艦攻II,46,,,夜復讐深海艦攻II,0
1620,深海戦爆複座鷹,7,,,深海戰爆複座鷹,0
1621,深海戦爆複座鷹改,7,,,深海戰爆複座鷹改,0
1622,深海四連装(酸素)魚雷後期型,5,,,深海四連裝(酸素)魚雷後期型,0
1623,深海5inch連装砲D型,1,,,深海5inch連裝砲D型,0
1624,深海五連装(酸素)魚雷後期型,5,,,深海五連裝(酸素)魚雷後期型,0
1625,深海双発陸爆,7,,,深海雙發陸爆,0
1626,深海双発陸爆Ace,7,,,深海雙發陸爆Ace,0
1627,深海5inch連装砲C型,1,,,深海5inch連裝砲C型,0
1630,深海空超要塞,37,,,深海空超要塞,0
1631,深海空超要塞改,37,,,深海空超要塞改,0
1632,深海航空整備蟲,29,,,深海航空整備蟲,0
1633,深海航空整備蟲pro,29,,,深海航空整備蟲pro,0
1634,深海艤装水上汎用襲撃機,10,,,深海艤裝水上汎用襲擊機,0
1635,深海突破襲撃機,8,,,深海突破襲擊機,0
1636,深海突破襲撃機Ace,8,,,深海突破襲擊機Ace,0
1637,沿岸突撃半水中魚雷艇,5,,,沿岸突擊半水中魚雷艇,0
1638,深海3inch単装高角砲+甲板機銃,1,,,深海3inch單裝高角砲+甲板機銃,0
1639,深海水中探信儀 & 深海調整電探,18,,,深海水中探信儀 & 深海調整電探,0
1640,深海観測阻塞気球,55,,,深海觀測阻塞氣球,0
1641,深海標準14inch/45 連装砲,3,,,深海標準14inch/45 連裝砲,0
1642,深海標準14inch/45 三連装砲,3,,,深海標準14inch/45 三連裝砲,0
1643,深海3.7cm FlaK,15,,,深海3.7cm FlaK,0
1644,深海5inch単装砲 Mk.30+GFCS,16,,,深海5inch單裝砲 Mk.30+GFCS,0
1645,深海533mm 5連装魚雷+深海SG,5,,,深海533mm 5連裝魚雷+深海SG,0
1646,深海Hedgehog Mk.10,17,,,深海Hedgehog Mk.10,0
1647,GFCS+深海5inch連装砲 Mk.32,16,,,GFCS+深海5inch連裝砲 Mk.32,0
1648,深海対戦回転翼海鴎,21,,,深海對戰廻転翼海鷗,0
1649,15.2cm深海三連装砲,2,,,15.2cm深海三連裝砲,0
1650,深海野牛艦戦 Mk.II,45,,,深海野牛艦戰 Mk.II,0
1651,深海不屈艦爆 Mk.II,7,,,深海不屈艦爆 Mk.II,0
1652,深海打撃艦攻 Mk.II,46,,,深海打擊艦攻 Mk.II,0
1653,深海5inch連装砲 Mk.30+GFCS,16,,,深海5inch連裝砲 Mk.30+GFCS,0
1654,深海18cm三連装砲+深海SG,2,,,深海18cm三連裝砲+深海SG,0
1655,深海8.25inch単装主砲,2,,,深海8.25inch單裝主砲,0
1656,深海6inch副砲群,4,,,深海6inch副砲群,0
1657,深海4inch三連装副砲,4,,,深海4inch三連裝副砲,0
1658,深海28.3cm L/52 三連装砲,3,,,深海28.3cm L/52 三連裝砲,0
1659,深海20.3cm SHS連装砲,2,,,深海20.3cm SHS連裝砲,0
